dokument_uid,dokument_titel,dokument_geschaeftstitel_deutsch,dokument_geschaeftstitel_franz,dokument_typ_deutsch,dokument_typ_franz,dokument_ziel_publikation,dokument_url,dokument_geschaeft_uid,dokument_session_uid,Übersicht vom_x,geschaeft_uid,geschaeft_nr,geschaeft_titel_deutsch,geschaeft_titel_franz,geschaeft_typ_deutsch,geschaeft_typ_franz,geschaeft_vorstoss_nummer,geschaeft_federfuehrung_name_deutsch,geschaeft_federfuehrung_name_franz,geschaeft_federfuehrung_kuerzel_deutsch,geschaeft_federfuehrung_kuerzel_franz,geschaeft_vorberatende_kommission_uid,geschaeft_vorberatende_kommission_deutsch,geschaeft_vorberatende_kommission_franz,geschaeft_vorstoss_hauptvorstoesser_uid,geschaeft_vorstoss_hauptvorstoesser_vorname,geschaeft_vorstoss_hauptvorstoesser_name,geschaeft_vorstoss_mitvorstoesser_namen_liste,geschaeft_vorstoss_weitere_mitunterzeichner_anzahl,geschaeft_vorstoss_kommission_uid,geschaeft_vorstoss_kommission_name_deutsch,geschaeft_vorstoss_kommission_name_franz,geschaeft_vorstoss_fraktion_name_deutsch,geschaeft_vorstoss_fraktion_name_franz,geschaeft_vorstoss_eingereicht_datum,geschaeft_vorstoss_zurueckgezogen_datum,geschaeft_vorstoss_dringlichkeit_beantragt,geschaeft_vorstoss_dringlichkeit_gewaehrt,geschaeft_vorstoss_zurueckweisung_datum,geschaeft_referendumsart_deutsch,geschaeft_referendumsart_franz,geschaeft_letzte_behandlung_datum,geschaeft_letzte_behandlung_uhrzeit,geschaeft_beschluss_deutsch,geschaeft_beschluss_franz,geschaeft_beschlussdetail_deutsch,geschaeft_beschlussdetail_franz,Übersicht vom_y
7de699e6f79545fea85630f6002b2a64,Vorstoss-de,Übersicht und Effizienz bei ausserparlamentarischen beratenden Fachkommissionen,Vue d’ensemble et efficacité dans les commissions consultatives extraparlementaires,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/7de699e6f79545fea85630f6002b2a64-332.pdf,8a111884477b41949d53b805be9f4513,,2025-05-16 13:30,8a111884477b41949d53b805be9f4513,2022.RRGR.61,Übersicht und Effizienz bei ausserparlamentarischen beratenden Fachkommissionen,Vue d’ensemble et efficacité dans les commissions consultatives extraparlementaires,Motion,Motion,048-2022,STA Staatskanzlei,CHA Chancellerie d’État,STA,CHA,,,,cf0584ad725940abbde60b007be751af,Patrick,Freudiger,Michael Köpfli;Johann Ulrich Grädel;Peter Bohnenblust;Hans-Rudolf Saxer;Philip Kohli,0.0,,,,,,2022-03-08,,N,,,,,2022-11-28,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (146 Ja, 0 Nein, 0 Enthaltungen)Ziffer 1: Ablehnung Abschreibung (19 Ja, 129 Nein, 0 Enthaltungen)Ziffer 2: Annahme (146 Ja, 0 Nein, 1 Enthaltung)Ziffer 3: Annahme (145 Ja, 1 Nein, 1 Enthaltung)","Chiffre 1 : adoption (146 oui, 0 non, 0 abstentions)Chiffre 1 : rejet du classement (19 oui, 129 non, 0 abstentions)Chiffre 2 : adoption (146 oui, 0 non, 1 abstention)Chiffre 3 : adoption (145 oui, 1 non, 1 abstention)",2025-05-16 13:00
90ed462f00e44804bc00fa7b4776bd42,Vorstoss-fr,Übersicht und Effizienz bei ausserparlamentarischen beratenden Fachkommissionen,Vue d’ensemble et efficacité dans les commissions consultatives extraparlementaires,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/90ed462f00e44804bc00fa7b4776bd42-332.pdf,8a111884477b41949d53b805be9f4513,,2025-05-16 13:30,8a111884477b41949d53b805be9f4513,2022.RRGR.61,Übersicht und Effizienz bei ausserparlamentarischen beratenden Fachkommissionen,Vue d’ensemble et efficacité dans les commissions consultatives extraparlementaires,Motion,Motion,048-2022,STA Staatskanzlei,CHA Chancellerie d’État,STA,CHA,,,,cf0584ad725940abbde60b007be751af,Patrick,Freudiger,Michael Köpfli;Johann Ulrich Grädel;Peter Bohnenblust;Hans-Rudolf Saxer;Philip Kohli,0.0,,,,,,2022-03-08,,N,,,,,2022-11-28,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (146 Ja, 0 Nein, 0 Enthaltungen)Ziffer 1: Ablehnung Abschreibung (19 Ja, 129 Nein, 0 Enthaltungen)Ziffer 2: Annahme (146 Ja, 0 Nein, 1 Enthaltung)Ziffer 3: Annahme (145 Ja, 1 Nein, 1 Enthaltung)","Chiffre 1 : adoption (146 oui, 0 non, 0 abstentions)Chiffre 1 : rejet du classement (19 oui, 129 non, 0 abstentions)Chiffre 2 : adoption (146 oui, 0 non, 1 abstention)Chiffre 3 : adoption (145 oui, 1 non, 1 abstention)",2025-05-16 13:00
d40529de62d5442097eb1cb5bfa99589,Vorstoss-de,Homeoffice für eine gleichmässigere Auslastung der Verkehrsinfrastruktur nutzen,Se servir du télétravail pour désengorger les transports aux heures de pointe,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/d40529de62d5442097eb1cb5bfa99589-332.pdf,7fa8816a930640409247a2a103f389e7,,2025-05-16 13:30,7fa8816a930640409247a2a103f389e7,2021.RRGR.220,Homeoffice für eine gleichmässigere Auslastung der Verkehrsinfrastruktur nutzen,Se servir du télétravail pour désengorger les transports aux heures de pointe,Motion,Motion,151-2021,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,0e0d61d4a8f04eaea30c71d0adef50e9,Casimir,von Arx,Mathias Müller;Jan Gnägi;Hanspeter Steiner;Jan Remund;Katharina Baumann,0.0,,,,,,2021-06-17,,N,,,,,2022-03-15,09.00–11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme als Postulat (136 Ja, 0 Nein, 1 Enthaltungen)Ziffer 2: Annahme als Postulat (136 Ja, 1 Nein, 1 Enthaltungen)Ziffer 3: Annahme (77 Ja, 59 Nein, 2 Enthaltungen)","Chiffre 1 : adoption sous forme de postulat (136 Oui, 0 Non, 1 Abstentions)Chiffre 2 : adoption sous forme de postulat (136 Oui, 1 Non, 1 Abstentions)Chiffre 3 : adoption (77 Oui, 59 Non, 2 Abstentions)",2025-05-16 13:00
907872e2ce6142bfaa92f035766b3a30,Vorstoss-fr,Homeoffice für eine gleichmässigere Auslastung der Verkehrsinfrastruktur nutzen,Se servir du télétravail pour désengorger les transports aux heures de pointe,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/907872e2ce6142bfaa92f035766b3a30-332.pdf,7fa8816a930640409247a2a103f389e7,,2025-05-16 13:30,7fa8816a930640409247a2a103f389e7,2021.RRGR.220,Homeoffice für eine gleichmässigere Auslastung der Verkehrsinfrastruktur nutzen,Se servir du télétravail pour désengorger les transports aux heures de pointe,Motion,Motion,151-2021,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,0e0d61d4a8f04eaea30c71d0adef50e9,Casimir,von Arx,Mathias Müller;Jan Gnägi;Hanspeter Steiner;Jan Remund;Katharina Baumann,0.0,,,,,,2021-06-17,,N,,,,,2022-03-15,09.00–11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme als Postulat (136 Ja, 0 Nein, 1 Enthaltungen)Ziffer 2: Annahme als Postulat (136 Ja, 1 Nein, 1 Enthaltungen)Ziffer 3: Annahme (77 Ja, 59 Nein, 2 Enthaltungen)","Chiffre 1 : adoption sous forme de postulat (136 Oui, 0 Non, 1 Abstentions)Chiffre 2 : adoption sous forme de postulat (136 Oui, 1 Non, 1 Abstentions)Chiffre 3 : adoption (77 Oui, 59 Non, 2 Abstentions)",2025-05-16 13:00
621f9d55aa234d07bbad8bff428de117,Vorstoss-de,Nachhaltiger Umgang mit der Kormoran-Population,Gestion plus durable de la population de cormorans,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/621f9d55aa234d07bbad8bff428de117-332.pdf,07936993a72b497684ff6131c3439eb0,,2025-05-16 13:30,07936993a72b497684ff6131c3439eb0,2022.RRGR.217,Nachhaltiger Umgang mit der Kormoran-Population,Gestion plus durable de la population de cormorans,Motion,Motion,123-2022,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,88d8b686b32746aa89fc69eac570d37c,Bruno,Martin,Johann Ulrich Grädel;Madeleine Amstutz;Moussia von Wattenwyl;Sandra Hess;Andrea Zryd;Philippe Messerli;Mathias Müller,1.0,,,,,,2022-06-14,,J,N,,,,2022-12-06,17.00–19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (106 Ja, 24 Nein, 15 Enthaltungen)Ziffer 2: Annahme (115 Ja, 23 Nein, 9 Enthaltungen)Ziffer 3: Annahme (131 Ja, 6 Nein, 11 Enthaltungen)Ziffer 3: Abschreibung wird abgelehnt (59 Ja, 85 Nein, 4 Enthaltungen)","Chiffre 1 : adoption (106 oui, 24 non, 15 abstentions)Chiffre 2 : adoption (115 oui, 23 non, 9 abstentions)Chiffre 3 : adoption (131 oui, 6 non, 11 abstentions)Chiffre 3 : rejet du classement (59 oui, 85 non, 4 abstentions)",2025-05-16 13:00
8a4e8c375f064bb290f9321d1bc80d32,Vorstoss-fr,Nachhaltiger Umgang mit der Kormoran-Population,Gestion plus durable de la population de cormorans,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/8a4e8c375f064bb290f9321d1bc80d32-332.pdf,07936993a72b497684ff6131c3439eb0,,2025-05-16 13:30,07936993a72b497684ff6131c3439eb0,2022.RRGR.217,Nachhaltiger Umgang mit der Kormoran-Population,Gestion plus durable de la population de cormorans,Motion,Motion,123-2022,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,88d8b686b32746aa89fc69eac570d37c,Bruno,Martin,Johann Ulrich Grädel;Madeleine Amstutz;Moussia von Wattenwyl;Sandra Hess;Andrea Zryd;Philippe Messerli;Mathias Müller,1.0,,,,,,2022-06-14,,J,N,,,,2022-12-06,17.00–19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (106 Ja, 24 Nein, 15 Enthaltungen)Ziffer 2: Annahme (115 Ja, 23 Nein, 9 Enthaltungen)Ziffer 3: Annahme (131 Ja, 6 Nein, 11 Enthaltungen)Ziffer 3: Abschreibung wird abgelehnt (59 Ja, 85 Nein, 4 Enthaltungen)","Chiffre 1 : adoption (106 oui, 24 non, 15 abstentions)Chiffre 2 : adoption (115 oui, 23 non, 9 abstentions)Chiffre 3 : adoption (131 oui, 6 non, 11 abstentions)Chiffre 3 : rejet du classement (59 oui, 85 non, 4 abstentions)",2025-05-16 13:00
614ba7df74a24803b4e2d6bde9fc16ff,Vorstoss-de,Hunde im Wald während der Zeit der jungen Wildtiere an der Leine führen,Protection des jeunes animaux sauvages : tenir les chiens en laisse en forêt,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/614ba7df74a24803b4e2d6bde9fc16ff-332.pdf,cb9dc9ca297b4ef98fc2938f52f0f49e,,2025-05-16 13:30,cb9dc9ca297b4ef98fc2938f52f0f49e,2022.RRGR.419,Hunde im Wald während der Zeit der jungen Wildtiere an der Leine führen,Protection des jeunes animaux sauvages : tenir les chiens en laisse en forêt,Motion,Motion,279-2022,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,c310853a6cf740ecaa932248726d47ba,Madeleine,Amstutz,Ernst Tanner;Markus Aebi;Casimir von Arx;Hervé Gullotti;Mathias Müller;Philippe Messerli;Hannes Zaugg-Graf;Peter Bohnenblust;Andrea de Meuron;Sibyl Eigenmann,0.0,,,,,,2022-12-07,,N,,,,,2023-09-12,13.30–16.30,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
5069bd3ff3414e7bb31399fd92b17c10,Vorstoss-fr,Hunde im Wald während der Zeit der jungen Wildtiere an der Leine führen,Protection des jeunes animaux sauvages : tenir les chiens en laisse en forêt,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/5069bd3ff3414e7bb31399fd92b17c10-332.pdf,cb9dc9ca297b4ef98fc2938f52f0f49e,,2025-05-16 13:30,cb9dc9ca297b4ef98fc2938f52f0f49e,2022.RRGR.419,Hunde im Wald während der Zeit der jungen Wildtiere an der Leine führen,Protection des jeunes animaux sauvages : tenir les chiens en laisse en forêt,Motion,Motion,279-2022,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,c310853a6cf740ecaa932248726d47ba,Madeleine,Amstutz,Ernst Tanner;Markus Aebi;Casimir von Arx;Hervé Gullotti;Mathias Müller;Philippe Messerli;Hannes Zaugg-Graf;Peter Bohnenblust;Andrea de Meuron;Sibyl Eigenmann,0.0,,,,,,2022-12-07,,N,,,,,2023-09-12,13.30–16.30,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
81d8a423982546cc8677200000a7db3f,Vorstoss-de,Förderung des Segelflugsports aus dem Sportfonds,Promotion du vol à voile par l`octroi de subventions du Fonds du sport,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/81d8a423982546cc8677200000a7db3f-332.pdf,75deb9e8bcc54974842529b58655701b,,2025-05-16 13:30,75deb9e8bcc54974842529b58655701b,2021.RRGR.90,Förderung des Segelflugsports aus dem Sportfonds,Promotion du vol à voile par l`octroi de subventions du Fonds du sport,Motion,Motion,065-2021,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,feed51cd852b452d820c5c50003e72df,Thomas,Gerber,Anna-Magdalena Linder;Anne Speiser-Niess;Hans Schär;Matthias Matti;Mathias Müller,0.0,,,,,,2021-03-22,,N,,,,,2022-03-17,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
c4c1ab7432fd4c24a6914a0a10222499,Vorstoss-fr,Förderung des Segelflugsports aus dem Sportfonds,Promotion du vol à voile par l`octroi de subventions du Fonds du sport,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/c4c1ab7432fd4c24a6914a0a10222499-332.pdf,75deb9e8bcc54974842529b58655701b,,2025-05-16 13:30,75deb9e8bcc54974842529b58655701b,2021.RRGR.90,Förderung des Segelflugsports aus dem Sportfonds,Promotion du vol à voile par l`octroi de subventions du Fonds du sport,Motion,Motion,065-2021,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,feed51cd852b452d820c5c50003e72df,Thomas,Gerber,Anna-Magdalena Linder;Anne Speiser-Niess;Hans Schär;Matthias Matti;Mathias Müller,0.0,,,,,,2021-03-22,,N,,,,,2022-03-17,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
f56c1c38e1634e5b94c4421e6b58cbe1,Vorstoss-de,"Politische Partizipation von Jugendlichen stärken, Teil 2 – Vorstossrecht für das kantonale Jugendparlament","Renforcer la participation politique des jeunes, 2e partie : octroi au Parlement des jeunes cantonal du droit de déposer des interventions",Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/f56c1c38e1634e5b94c4421e6b58cbe1-332.pdf,80bde9db7f0d40c8bac163e2786f0ce4,,2025-05-16 13:30,80bde9db7f0d40c8bac163e2786f0ce4,2023.RRGR.84,"Politische Partizipation von Jugendlichen stärken, Teil 2 – Vorstossrecht für das kantonale Jugendparlament","Renforcer la participation politique des jeunes, 2e partie : octroi au Parlement des jeunes cantonal du droit de déposer des interventions",Motion,Motion,057-2023,GR Grosser Rat,GC Grand Conseil,GR,GC,,,,0e0d61d4a8f04eaea30c71d0adef50e9,Casimir,von Arx,Simone Leuenberger;Samuel Kullmann;Karin Fisli;André Roggli;Katja Riem;Claudine Esseiva;Elisabeth Dubler,0.0,,,,,,2023-03-14,,N,,,,,2023-11-27,13.30–16.30,Annahme,Adoption,,,2025-05-16 13:00
3f6ac7dbcf2448d1b8e63467cf102db2,Vorstoss-fr,"Politische Partizipation von Jugendlichen stärken, Teil 2 – Vorstossrecht für das kantonale Jugendparlament","Renforcer la participation politique des jeunes, 2e partie : octroi au Parlement des jeunes cantonal du droit de déposer des interventions",Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/3f6ac7dbcf2448d1b8e63467cf102db2-332.pdf,80bde9db7f0d40c8bac163e2786f0ce4,,2025-05-16 13:30,80bde9db7f0d40c8bac163e2786f0ce4,2023.RRGR.84,"Politische Partizipation von Jugendlichen stärken, Teil 2 – Vorstossrecht für das kantonale Jugendparlament","Renforcer la participation politique des jeunes, 2e partie : octroi au Parlement des jeunes cantonal du droit de déposer des interventions",Motion,Motion,057-2023,GR Grosser Rat,GC Grand Conseil,GR,GC,,,,0e0d61d4a8f04eaea30c71d0adef50e9,Casimir,von Arx,Simone Leuenberger;Samuel Kullmann;Karin Fisli;André Roggli;Katja Riem;Claudine Esseiva;Elisabeth Dubler,0.0,,,,,,2023-03-14,,N,,,,,2023-11-27,13.30–16.30,Annahme,Adoption,,,2025-05-16 13:00
b598b7f03d6b43469ca0fdc0400e479b,Vorstoss-de,Sicherstellung und Finanzierung des Weiterbildungsangebots in Genesungsbegleitung,Maintien et financement des offres de formation continue pour les pairs praticiens en santé mentale,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/b598b7f03d6b43469ca0fdc0400e479b-332.pdf,5e1df052bb454a1a98074ef6dbf43ad2,,2025-05-16 13:30,5e1df052bb454a1a98074ef6dbf43ad2,2023.RRGR.177,Sicherstellung und Finanzierung des Weiterbildungsangebots in Genesungsbegleitung,Maintien et financement des offres de formation continue pour les pairs praticiens en santé mentale,Motion,Motion,130-2023,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,398f1107df88467a884c7de7ec6c028f,Claudine,Esseiva,Elisabeth Dubler;André Roggli;Katharina Baumann;Karin Fisli;Casimir von Arx,0.0,,,,,,2023-06-07,,N,,,,,2023-12-06,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (127 Ja, 1 Nein, 0 Enthaltungen)Ziffer 1: Annahme der Abschreibung ( 70 Ja, 55 Nein, 3 Enthaltungen)Ziffer 2: Annahme (132 Ja, 3 Nein, 0 Enthaltungen)Ziffer 2: Abschreibung wird abgelehnt (47 Ja, 88 Nein, 0 Enthaltungen)Ziffer 3: Annahme (132 Ja, 4 Nein, 0 Enthaltungen)Ziffer 3: Abschreibung wird abgelehnt (45 Ja, 91 Nein, 0 Enthaltungen)","Chiffre 1 : adoption (127 oui, 1 non, 0 abstentions)Chiffre 1 : adoption du classement (70 oui, 55 non, 3 abstentions)Chiffre 2 : adoption (132 oui, 3 non, 0 abstentions)Chiffre 2 : rejet du classement (47 oui, 88 non, 0 abstentions)Chiffre 3 : adoption (132 oui, 4 non, 0 abstentions)Chiffre 3 : rejet du classement (45 oui, 91 non, 0 abstentions)",2025-05-16 13:00
c20225bd185a4e08ba87a1f6c4a48c69,Vorstoss-fr,Sicherstellung und Finanzierung des Weiterbildungsangebots in Genesungsbegleitung,Maintien et financement des offres de formation continue pour les pairs praticiens en santé mentale,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/c20225bd185a4e08ba87a1f6c4a48c69-332.pdf,5e1df052bb454a1a98074ef6dbf43ad2,,2025-05-16 13:30,5e1df052bb454a1a98074ef6dbf43ad2,2023.RRGR.177,Sicherstellung und Finanzierung des Weiterbildungsangebots in Genesungsbegleitung,Maintien et financement des offres de formation continue pour les pairs praticiens en santé mentale,Motion,Motion,130-2023,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,398f1107df88467a884c7de7ec6c028f,Claudine,Esseiva,Elisabeth Dubler;André Roggli;Katharina Baumann;Karin Fisli;Casimir von Arx,0.0,,,,,,2023-06-07,,N,,,,,2023-12-06,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (127 Ja, 1 Nein, 0 Enthaltungen)Ziffer 1: Annahme der Abschreibung ( 70 Ja, 55 Nein, 3 Enthaltungen)Ziffer 2: Annahme (132 Ja, 3 Nein, 0 Enthaltungen)Ziffer 2: Abschreibung wird abgelehnt (47 Ja, 88 Nein, 0 Enthaltungen)Ziffer 3: Annahme (132 Ja, 4 Nein, 0 Enthaltungen)Ziffer 3: Abschreibung wird abgelehnt (45 Ja, 91 Nein, 0 Enthaltungen)","Chiffre 1 : adoption (127 oui, 1 non, 0 abstentions)Chiffre 1 : adoption du classement (70 oui, 55 non, 3 abstentions)Chiffre 2 : adoption (132 oui, 3 non, 0 abstentions)Chiffre 2 : rejet du classement (47 oui, 88 non, 0 abstentions)Chiffre 3 : adoption (132 oui, 4 non, 0 abstentions)Chiffre 3 : rejet du classement (45 oui, 91 non, 0 abstentions)",2025-05-16 13:00
feb35dd77cd848e395724c1e889d12a4,M-314-2015-vorstosstext-de,Für eine gegen die aktuelle neue Bedrohungslage gewappnete Kantonspolizei,Police cantonale: adapter la formation et l`équipement à la menace terroriste,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/feb35dd77cd848e395724c1e889d12a4-332.pdf,b4912cb0f27542d48673b7938d0f4821,,2025-05-16 13:30,b4912cb0f27542d48673b7938d0f4821,2015.RRGR.1235,Für eine gegen die aktuelle neue Bedrohungslage gewappnete Kantonspolizei,Police cantonale: adapter la formation et l`équipement à la menace terroriste,Motion,Motion,314-2015,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Jakob Schwarz;Philippe Messerli;Philippe Müller;Samuel Leuenberger,0.0,,,,,,2015-12-16,,J,N,,,,2016-06-02,09.00-11.45,Annahme,Adoption,Ablehnung AbschreibungJa:		58Nein:		81Enthalten:	1,,2025-05-16 13:00
b76d039d860841508075a056aa57ba2d,M-314-2015-vorstosstext-fr,Für eine gegen die aktuelle neue Bedrohungslage gewappnete Kantonspolizei,Police cantonale: adapter la formation et l`équipement à la menace terroriste,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/b76d039d860841508075a056aa57ba2d-332.pdf,b4912cb0f27542d48673b7938d0f4821,,2025-05-16 13:30,b4912cb0f27542d48673b7938d0f4821,2015.RRGR.1235,Für eine gegen die aktuelle neue Bedrohungslage gewappnete Kantonspolizei,Police cantonale: adapter la formation et l`équipement à la menace terroriste,Motion,Motion,314-2015,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Jakob Schwarz;Philippe Messerli;Philippe Müller;Samuel Leuenberger,0.0,,,,,,2015-12-16,,J,N,,,,2016-06-02,09.00-11.45,Annahme,Adoption,Ablehnung AbschreibungJa:		58Nein:		81Enthalten:	1,,2025-05-16 13:00
0aa56f556abd4888b3c11c1fb13b809f,Vorstoss-de,PREFA-Dächer auch ausserhalb der Bauzone ermöglichen,Autoriser les toits préfabriqués aussi hors de la zone à bâtir,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/0aa56f556abd4888b3c11c1fb13b809f-332.pdf,f3042515ebe64c8a8041b9188475fd55,,2025-05-16 13:30,f3042515ebe64c8a8041b9188475fd55,2020.RRGR.136,PREFA-Dächer auch ausserhalb der Bauzone ermöglichen,Autoriser les toits préfabriqués aussi hors de la zone à bâtir,Motion,Motion,091-2020,DIJ Direktion für Inneres und Justiz,DIJ Direction de l’intérieur et de la justice,DIJ,DIJ,,,,c90f10805e1645b9a461aa406a09a4d9,Thomas,Knutti,Hans Schär;Matthias Matti;Kurt Zimmermann;Barbara Josi;Jakob Schwarz,0.0,,,,,,2020-05-11,,J,N,,,,2021-03-22,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
ebdf4c6aee6a42aca567c79862a9f11d,Vorstoss-fr,PREFA-Dächer auch ausserhalb der Bauzone ermöglichen,Autoriser les toits préfabriqués aussi hors de la zone à bâtir,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/ebdf4c6aee6a42aca567c79862a9f11d-332.pdf,f3042515ebe64c8a8041b9188475fd55,,2025-05-16 13:30,f3042515ebe64c8a8041b9188475fd55,2020.RRGR.136,PREFA-Dächer auch ausserhalb der Bauzone ermöglichen,Autoriser les toits préfabriqués aussi hors de la zone à bâtir,Motion,Motion,091-2020,DIJ Direktion für Inneres und Justiz,DIJ Direction de l’intérieur et de la justice,DIJ,DIJ,,,,c90f10805e1645b9a461aa406a09a4d9,Thomas,Knutti,Hans Schär;Matthias Matti;Kurt Zimmermann;Barbara Josi;Jakob Schwarz,0.0,,,,,,2020-05-11,,J,N,,,,2021-03-22,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
24859764b3824bf89190c1f0e4e617b2,Vorstoss-de,Korrekte Behandlung bei der allgemeinen Neubewertung 2020,Traitement correct lors de l`évaluation générale 2020,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/24859764b3824bf89190c1f0e4e617b2-332.pdf,6553e30a99064dbd8746f350f26d53bd,,2025-05-16 13:30,6553e30a99064dbd8746f350f26d53bd,2020.RRGR.274,Korrekte Behandlung bei der allgemeinen Neubewertung 2020,Traitement correct lors de l`évaluation générale 2020,Motion,Motion,204-2020,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,c90f10805e1645b9a461aa406a09a4d9,Thomas,Knutti,Jakob Schwarz;Matthias Matti;Hans Schär,0.0,,,,,,2020-08-28,,J,J,,,,2021-03-16,13.00–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: wird zurückgezogenZiffer 2: wird zurückgezogenZiffer 3: Annahme (150 Ja, 3 Nein, 0 Enthaltungen)Ziffer 3: Abschreibung wird abgelehnt (63 Ja, 88 Nein, 1 Enthaltungen)","Chiffre 1 : retraitChiffre 2 : retraitChiffre 3 : adoption (150 Oui, 3 Non, 0 Abstentions)Chiffre 3 : rejet du classement (63 Oui, 88 Non, 1 Abstentions)",2025-05-16 13:00
80e9ac791da7493ab966d50ec7dee710,Vorstoss-fr,Korrekte Behandlung bei der allgemeinen Neubewertung 2020,Traitement correct lors de l`évaluation générale 2020,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/80e9ac791da7493ab966d50ec7dee710-332.pdf,6553e30a99064dbd8746f350f26d53bd,,2025-05-16 13:30,6553e30a99064dbd8746f350f26d53bd,2020.RRGR.274,Korrekte Behandlung bei der allgemeinen Neubewertung 2020,Traitement correct lors de l`évaluation générale 2020,Motion,Motion,204-2020,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,c90f10805e1645b9a461aa406a09a4d9,Thomas,Knutti,Jakob Schwarz;Matthias Matti;Hans Schär,0.0,,,,,,2020-08-28,,J,J,,,,2021-03-16,13.00–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: wird zurückgezogenZiffer 2: wird zurückgezogenZiffer 3: Annahme (150 Ja, 3 Nein, 0 Enthaltungen)Ziffer 3: Abschreibung wird abgelehnt (63 Ja, 88 Nein, 1 Enthaltungen)","Chiffre 1 : retraitChiffre 2 : retraitChiffre 3 : adoption (150 Oui, 3 Non, 0 Abstentions)Chiffre 3 : rejet du classement (63 Oui, 88 Non, 1 Abstentions)",2025-05-16 13:00
